customer_id,avg_fraud_probability,transaction_count,fraud_flag_count,risk_score
CUST0185,0.33999527846036415,6,1,0.2879966949222549
CUST0030,0.22843008485032107,11,1,0.187173786667952
CUST0159,0.18804512648403288,7,1,0.17448873139596585
CUST0130,0.18464037241244294,7,1,0.17210540354585288
CUST0014,0.17030788249858225,9,1,0.1525488510823409
CUST0131,0.17225916374590083,10,1,0.1505814146221306
CUST0101,0.1596755428382816,17,2,0.14706699763385594
CUST0060,0.16166960244590278,9,1,0.14650205504546526
CUST0178,0.16380402564466004,11,1,0.1419355452239893
CUST0128,0.15610107361346162,11,1,0.1365434788021504
CUST0157,0.13920420873858083,8,1,0.13494294611700658
CUST0117,0.13935561977283417,9,1,0.13088226717431725
CUST0084,0.14799785797141818,12,1,0.12859850057999272
CUST0175,0.15438836543828158,15,1,0.12807185580679709
CUST0158,0.1462492921924488,12,1,0.12737450453471416
CUST0150,0.11432389258356525,7,1,0.12288386766563852
CUST0032,0.1301368559608052,10,1,0.12109579917256363
CUST0189,0.12418670181807581,9,1,0.1202640246059864
CUST0042,0.11404011556465846,8,1,0.11732808089526092
CUST0093,0.13166541728254608,12,1,0.11716579209778225
CUST0162,0.13665686527420354,14,1,0.1170883771205139
CUST0070,0.11675906502676932,10,1,0.11173134551873852
CUST0002,0.10312710354920973,8,1,0.10968897248444681
CUST0046,0.12060788515303894,13,1,0.10750244268405033
CUST0133,0.13199461810781568,8,0,0.09239623267547097
CUST0045,0.08519531341167856,10,1,0.089636719388175
CUST0005,0.11749237637096671,9,0,0.0822446634596767
CUST0065,0.08288049494634926,14,1,0.0794449178910159
CUST0173,0.08440955979360962,15,1,0.07908669185552673
CUST0169,0.08225609477970647,15,1,0.07757926634579453
CUST0141,0.08116064152575746,15,1,0.07681244906803021
CUST0172,0.10724175372835196,10,0,0.07506922760984637
CUST0036,0.10479717447093635,5,0,0.07335802212965545
CUST0152,0.06845516318456196,12,1,0.07291861422919337
CUST0074,0.1038325781779246,7,0,0.07268280472454722
CUST0137,0.09771960069547744,13,0,0.0684037204868342
CUST0103,0.09529447504764355,10,0,0.06670613253335048
CUST0041,0.08887688029324768,11,0,0.06221381620527337
CUST0059,0.0829202564899793,11,0,0.05804417954298551
CUST0136,0.08263159988105977,10,0,0.05784211991674183
CUST0163,0.08190161971840247,13,0,0.057331133802881726
CUST0061,0.08154358536906081,8,0,0.057080509758342564
CUST0142,0.0807429797077502,9,0,0.05652008579542513
CUST0114,0.07806249199036858,8,0,0.054643744393258004
CUST0052,0.07651672250180616,10,0,0.05356170575126431
CUST0146,0.07637893966439124,7,0,0.05346525776507387
CUST0080,0.07630514267049372,7,0,0.0534135998693456
CUST0097,0.0756130025360404,6,0,0.052929101775228284
CUST0126,0.07555326831555519,11,0,0.052887287820888626
CUST0168,0.07549197788138377,12,0,0.052844384516968636
CUST0011,0.07309572041027539,9,0,0.051167004287192765
CUST0073,0.07132292655692772,8,0,0.0499260485898494
CUST0192,0.06963403356279213,9,0,0.04874382349395449
CUST0067,0.06935242106921578,9,0,0.048546694748451046
CUST0113,0.06823855825280768,16,0,0.047766990776965376
CUST0125,0.06574530938103333,10,0,0.04602171656672333
CUST0194,0.0645377597946688,10,0,0.04517643185626816
CUST0033,0.06313188368521776,4,0,0.044192318579652425
CUST0038,0.0627378964096582,12,0,0.04391652748676073
CUST0017,0.061754694837735206,15,0,0.04322828638641464
CUST0027,0.06152305824250353,7,0,0.043066140769752466
CUST0016,0.061078920957359714,8,0,0.0427552446701518
CUST0099,0.060844425543369225,11,0,0.042591097880358454
CUST0003,0.060534930463588224,10,0,0.04237445132451175
CUST0022,0.060333147779261055,10,0,0.04223320344548274
CUST0035,0.059684084285708004,9,0,0.0417788589999956
CUST0058,0.05939228692081504,10,0,0.04157460084457052
CUST0184,0.05907831168189164,9,0,0.04135481817732415
CUST0138,0.05885790008788202,12,0,0.04120053006151741
CUST0129,0.05859841582224518,9,0,0.04101889107557163
CUST0068,0.05851757420023758,13,0,0.040962301940166305
CUST0069,0.05829666003355808,13,0,0.040807662023490655
CUST0031,0.057606842043670274,7,0,0.04032478943056919
CUST0161,0.056861486263431356,15,0,0.039803040384401946
CUST0118,0.056144163417538896,10,0,0.039300914392277224
CUST0124,0.05596505158781299,15,0,0.03917553611146909
CUST0197,0.05587896262645074,5,0,0.03911527383851552
CUST0004,0.05567345156016511,17,0,0.038971416092115574
CUST0153,0.055412391612756,10,0,0.038788674128929196
CUST0135,0.0553602857547912,9,0,0.038752200028353834
CUST0105,0.05496910371534577,10,0,0.038478372600742036
CUST0144,0.05488714812127208,9,0,0.03842100368489045
CUST0186,0.05423281828305579,9,0,0.03796297279813905
CUST0104,0.054075755046455266,12,0,0.037853028532518686
CUST0062,0.05339940958739297,7,0,0.037379586711175077
CUST0119,0.05332811220579867,11,0,0.03732967854405907
CUST0024,0.05266171254980405,10,0,0.036863198784862834
CUST0155,0.05217554785683611,11,0,0.036522883499785275
CUST0007,0.05123270400488298,8,0,0.03586289280341808
CUST0154,0.050108978975308714,13,0,0.0350762852827161
CUST0123,0.0499373057344931,3,0,0.03495611401414517
CUST0148,0.04933273234452075,10,0,0.03453291264116452
CUST0049,0.04886495169307572,14,0,0.034205466185153
CUST0021,0.04866088315698805,18,0,0.034062618209891635
CUST0145,0.0486000797571389,11,0,0.034020055829997224
CUST0107,0.04834900793788542,10,0,0.033844305556519794
CUST0039,0.048265615060261606,10,0,0.033785930542183124
CUST0063,0.047845127445313745,8,0,0.033491589211719616
CUST0094,0.04776672646543417,8,0,0.03343670852580392
CUST0195,0.04730896555569995,8,0,0.033116275888989966
CUST0053,0.04730539376591915,7,0,0.0331137756361434
CUST0182,0.04729905252198471,8,0,0.03310933676538929
CUST0040,0.0471973832339415,5,0,0.03303816826375905
CUST0048,0.04664126519025637,7,0,0.032648885633179456
CUST0050,0.046173995632557495,7,0,0.03232179694279024
CUST0121,0.046149459209001584,8,0,0.032304621446301106
CUST0199,0.04565261710684531,6,0,0.03195683197479172
CUST0174,0.04484599796928604,9,0,0.03139219857850022
CUST0008,0.04458976294998092,17,0,0.03121283406498664
CUST0127,0.04426654306819289,10,0,0.03098658014773502
CUST0108,0.04419318199633038,14,0,0.03093522739743126
CUST0089,0.04398756153277149,7,0,0.03079129307294004
CUST0072,0.043846669461571605,8,0,0.030692668623100123
CUST0009,0.04380279802781602,5,0,0.03066195861947121
CUST0198,0.043793302114330114,10,0,0.03065531148003108
CUST0055,0.04377609143328876,9,0,0.030643264003302133
CUST0098,0.04367906385758795,14,0,0.030575344700311563
CUST0167,0.04363287357924817,8,0,0.03054301150547372
CUST0006,0.043564909247657026,6,0,0.030495436473359915
CUST0076,0.04337076918698919,11,0,0.03035953843089243
CUST0151,0.04330359282069195,5,0,0.03031251497448436
CUST0019,0.043120333418232466,11,0,0.030184233392762723
CUST0082,0.04308212409370946,14,0,0.030157486865596623
CUST0012,0.04281537430597228,15,0,0.029970762014180592
CUST0139,0.04256735115714857,13,0,0.029797145810003995
CUST0132,0.04232561547613941,8,0,0.029627930833297584
CUST0051,0.0421874206229525,12,0,0.029531194436066745
CUST0057,0.04143688625525946,15,0,0.02900582037868162
CUST0100,0.0410586564254857,10,0,0.028741059497839987
CUST0196,0.041006029265511564,12,0,0.028704220485858092
CUST0149,0.04065492910087515,20,0,0.028458450370612603
CUST0190,0.04013240197403858,10,0,0.028092681381827002
CUST0165,0.039884627632185,13,0,0.027919239342529496
CUST0180,0.03972064504227841,7,0,0.027804451529594883
CUST0156,0.039434682039706084,15,0,0.02760427742779426
CUST0110,0.03915799143640533,8,0,0.02741059400548373
CUST0087,0.03866630461778471,14,0,0.027066413232449297
CUST0143,0.03853168846296952,16,0,0.026972181924078662
CUST0026,0.038108844208881,7,0,0.026676190946216698
CUST0047,0.0379989510896253,15,0,0.02659926576273771
CUST0106,0.03792902450081396,9,0,0.02655031715056977
CUST0176,0.03759792372165523,10,0,0.026318546605158658
CUST0181,0.03743906856714781,13,0,0.026207347997003465
CUST0028,0.037393143130398605,13,0,0.026175200191279023
CUST0091,0.037190548589475056,10,0,0.026033384012632537
CUST0037,0.037073902865621226,6,0,0.02595173200593486
CUST0023,0.03689005310496782,10,0,0.025823037173477472
CUST0018,0.036665198285907696,6,0,0.025665638800135386
CUST0134,0.036515828334911946,10,0,0.02556107983443836
CUST0054,0.03640044891811404,13,0,0.025480314242679825
CUST0109,0.03627727554781468,17,0,0.025394092883470276
CUST0088,0.036274913374779186,9,0,0.025392439362345427
CUST0120,0.03624964155166162,14,0,0.02537474908616313
CUST0188,0.035837511489663784,17,0,0.025086258042764646
CUST0179,0.035682477137430446,13,0,0.02497773399620131
CUST0044,0.034688807815454366,6,0,0.024282165470818056
CUST0183,0.034622092818839906,12,0,0.02423546497318793
CUST0116,0.03416447048170262,12,0,0.02391512933719183
CUST0166,0.034027065357649135,9,0,0.023818945750354394
CUST0075,0.03400500558243076,12,0,0.023803503907701532
CUST0092,0.03389374696419567,8,0,0.02372562287493697
CUST0010,0.033856969237678225,10,0,0.023699878466374755
CUST0081,0.03374413958671033,9,0,0.023620897710697232
CUST0096,0.033612829020361154,7,0,0.023528980314252806
CUST0171,0.03354525562544939,8,0,0.02348167893781457
CUST0191,0.03330347877418686,12,0,0.0233124351419308
CUST0187,0.033289178636237635,8,0,0.023302425045366344
CUST0025,0.03323532108810136,13,0,0.02326472476167095
CUST0066,0.03299474646014626,8,0,0.02309632252210238
CUST0160,0.03294486968457627,11,0,0.023061408779203388
CUST0122,0.03240494605398445,9,0,0.022683462237789116
CUST0034,0.03234242024028634,10,0,0.022639694168200438
CUST0086,0.03228293783451616,15,0,0.022598056484161314
CUST0200,0.03204112226120717,9,0,0.02242878558284502
CUST0064,0.0318283381232745,10,0,0.02227983668629215
CUST0043,0.031163504812767386,6,0,0.02181445336893717
CUST0013,0.030694089462956164,12,0,0.021485862624069315
CUST0147,0.030392805485133925,16,0,0.021274963839593746
CUST0095,0.03011442063397853,6,0,0.021080094443784968
CUST0079,0.029552059308040106,8,0,0.02068644151562807
CUST0112,0.0293189871214104,9,0,0.02052329098498728
CUST0001,0.02867386859086976,6,0,0.02007170801360883
CUST0071,0.028537483669060882,6,0,0.019976238568342616
CUST0090,0.02851277346957918,10,0,0.019958941428705423
